endpoint1,endpoint2
697,1404
1539,1655
1474,1581
242,244
320,403
1233,1810
706,1576
1449,1921
789,1990
1281,1567
1507,1996
982,1788
1254,1314
662,1110
272,1094
188,200
1850,1894
1187,1620
101,1204
190,1273
582,1628
1188,1888
38,529
135,1175
1376,1836
877,1137
597,657
442,1800
250,854
1024,1749
339,1182
1230,1633
341,752
152,852
475,1854
116,517
653,1989
780,1185
711,929
1134,1973
1002,1986
755,1492
876,1284
965,1695
661,1512
678,938
994,1804
971,1365
1276,1313
1221,1314
123,1132
351,944
771,1660
798,1550
789,1676
516,1807
905,1034
233,867
1458,1662
501,655
304,571
1007,1750
1317,1898
577,1793
633,1917
398,1821
399,1015
1753,1824
159,661
964,1207
848,941
61,969
938,1996
948,1971
136,1447
379,1290
608,1522
728,897
1630,1795
1434,1962
691,911
271,781
587,1681
1029,1471
193,265
7,453
266,1770
195,581
78,938
14,629
162,1358
873,1926
615,1582
405,946
347,1847
500,1441
496,1206
1101,1841
964,1982
992,1280
192,1807
841,1882
1470,1476
408,1420
1554,1954
1035,1701
91,936
1399,1984
416,1647
1172,1235
197,1761
1406,1746
543,869
1112,1223
902,1742
133,1938
1083,1458
1081,1534
82,480
1016,1248
7,1110
1115,1516
837,1222
684,706
443,726
145,1961
314,390
572,693
1930,1955
241,834
1142,1638
203,948
995,1992
424,1650
656,1385
1722,1773
329,339
1443,1967
74,498
57,1319
415,902
1077,1422
1100,1325
373,906
995,1285
877,1269
1330,1822
233,1987
80,685
77,171
325,550
1016,1905
1030,1045
32,690
651,1383
287,1363
69,1710
203,1865
600,1700
979,1128
1427,1902
208,1181
863,1419
193,1883
101,1122
1140,1280
405,1420
116,1851
993,1154
42,1009
193,273
771,1350
1049,1711
699,865
30,715
797,1270
445,1988
919,1434
430,531
407,1318
1329,1374
1063,1637
1042,1832
1235,1939
1107,1695
561,606
800,1239
40,1088
130,706
82,1887
542,1916
36,1428
210,446
1186,1886
801,1246
1491,1567
1684,1707
504,1704
86,1701
189,600
340,417
913,1768
278,1214
1755,1820
468,1561
978,1298
488,748
918,1731
1474,1730
1685,1854
37,1966
687,859
5,1351
687,1439
681,1533
1108,1220
72,354
181,999
568,1746
1389,1479
856,1526
348,929
326,1312
394,959
12,1146
605,1003
856,1633
1649,1696
811,1821
1603,1695
989,1143
514,1411
519,1923
142,935
1364,1534
1180,1201
1459,1668
375,1769
954,1925
1846,1888
237,1460
1297,1889
409,809
594,1573
70,195
76,1265
112,287
496,1869
431,1895
177,1015
1540,1907
610,857
352,1375
1587,1898
1139,1196
1181,1582
412,1811
1259,1458
113,1627
1399,1640
702,1204
257,1913
818,1647
175,750
744,1157
509,811
307,1822
8,1370
167,1334
346,1586
596,761
1605,1942
215,533
192,222
808,1158
220,283
835,1037
169,1948
292,643
183,371
1413,1493
23,489
17,694
246,705
202,1132
421,985
295,972
1088,1735
613,1142
814,1024
1857,1956
1747,1993
1913,1925
400,748
945,975
206,1234
167,621
115,1905
374,1856
694,789
316,399
633,1614
1829,1876
352,358
174,1261
148,339
187,586
1540,1633
321,406
763,1014
158,1541
1061,1953
885,1471
730,1257
256,1626
921,1553
577,1916
300,536
1047,1562
142,510
1453,1490
1363,1993
1108,1424
498,1321
361,1330
127,1163
264,433
629,1906
465,1147
1538,1959
785,1796
457,987
66,709
262,1913
144,471
1080,1364
3,265
264,595
290,1551
455,496
122,1584
90,1854
27,877
968,1267
233,1195
368,1928
149,632
829,1731
420,1104
1350,1465
66,1619
272,1682
289,1436
529,914
1037,1809
283,373
422,784
158,1005
1594,1971
1591,1606
139,1172
1398,1939
195,338
1483,1941
1749,1850
83,204
30,1980
1200,1977
603,1692
587,1149
922,1853
664,1661
682,900
1731,1934
214,563
8,1241
993,1833
